"STN","OBS_DATE","TA_AVG","SI_DAY"
263,"2023-10-17",13,18.62
263,"2023-10-18",13.8,17.68
263,"2023-10-19",15.7,10.47
263,"2023-10-20",13.7,15.67
263,"2023-10-21",10.7,14.39
263,"2023-10-22",10.3,12.05
263,"2023-10-23",12.5,15.91
263,"2023-10-24",12.6,12.66
263,"2023-10-25",14,15.18
263,"2023-10-26",14.4,13.24
263,"2023-10-27",14,13.76
263,"2023-10-28",13.2,13.57
263,"2023-10-29",13.1,14.46
263,"2023-10-30",13.5,14.21
263,"2023-10-31",13,12.47
263,"2023-11-01",14.9,14.56
263,"2023-11-02",17.5,13.79
263,"2023-11-03",17.3,14.88
263,"2023-11-04",18.7,8.01
263,"2023-11-05",19.8,6.98
263,"2023-11-06",18.3,7.32
263,"2023-11-07",11.5,15.04
263,"2023-11-08",9.3,14.56
263,"2023-11-09",14.1,11.45
263,"2023-11-10",10.6,11.79
263,"2023-11-11",6,12.27
263,"2023-11-12",4.5,13.98
263,"2023-11-13",3.5,15.97
263,"2023-11-14",4.6,15.05
263,"2023-11-15",6,13.5
263,"2023-11-16",5.4,3.81
263,"2023-11-17",5.8,12.31
263,"2023-11-18",4.7,13.89
263,"2023-11-19",7,13.95
263,"2023-11-20",6.7,13.88
263,"2023-11-21",6,13.84
263,"2023-11-22",8.2,10.36
263,"2023-11-23",13.8,10.78
263,"2023-11-24",4.5,13.74
263,"2023-11-25",0.3,14.45
263,"2023-11-26",2.9,8.35
263,"2023-11-27",8,7.05
263,"2023-11-28",6.3,12.8
263,"2023-11-29",3.8,5.68
263,"2023-11-30",1.4,12.7
263,"2023-12-01",-0.1,12.18
263,"2023-12-02",2.9,13.46
263,"2023-12-03",4,12.03
263,"2023-12-04",2.5,12.59
263,"2023-12-05",4.2,11.71
263,"2023-12-06",6.5,8.08
263,"2023-12-07",6.8,11.76
263,"2023-12-08",9.9,10.83
263,"2023-12-09",13.2,7
263,"2023-12-10",11.3,8.43
263,"2023-12-11",11.7,0.82
263,"2023-12-12",9.6,3.32
263,"2023-12-13",7.7,10.48
263,"2023-12-14",8.5,1.37
263,"2023-12-15",12.6,1.22
263,"2023-12-16",3.3,8.66
263,"2023-12-17",-2.9,12.45
263,"2023-12-18",-2,8.85
263,"2023-12-19",0.9,7.88
263,"2023-12-20",-0.2,11.52
263,"2023-12-21",-5.6,12.23
263,"2023-12-22",-6.2,13.05
263,"2023-12-23",-4.7,10.73
263,"2023-12-24",-0.9,10.65
263,"2023-12-25",-1.6,11.29
263,"2023-12-26",0.3,11.3
263,"2023-12-27",3.1,11.23
263,"2023-12-28",2.2,11.34
263,"2023-12-29",1.3,11.52
263,"2023-12-30",3,8.59
263,"2023-12-31",5.6,7.84
263,"2024-01-01",3.5,10.1
263,"2024-01-02",5.9,10.75
263,"2024-01-03",4.3,7.83
263,"2024-01-04",0.8,13.3
263,"2024-01-05",2.9,11
263,"2024-01-06",1.4,10.49
263,"2024-01-07",1,12.22
263,"2024-01-08",-3.1,13.21
263,"2024-01-09",-1.2,4.14
263,"2024-01-10",0.9,5.76
263,"2024-01-11",1.1,11.34
263,"2024-01-12",2.7,11.76
263,"2024-01-13",0.3,13.58
263,"2024-01-14",4.9,12.62
263,"2024-01-15",2.1,13.52
263,"2024-01-16",-0.5,12.66
263,"2024-01-17",3.1,2.85
263,"2024-01-18",7.9,1.29
263,"2024-01-19",7.1,4.6
263,"2024-01-20",6,1.4
263,"2024-01-21",7,6.57
263,"2024-01-22",-0.3,13.56
263,"2024-01-23",-4.7,13.93
263,"2024-01-24",-3.2,14.65
263,"2024-01-25",-4.1,12
263,"2024-01-26",-1.1,14.82
263,"2024-01-27",0.5,14.39
263,"2024-01-28",0.3,14.51
263,"2024-01-29",-0.7,15.02
263,"2024-01-30",2.4,14.27
263,"2024-01-31",7.8,9.93
263,"2024-02-01",7.4,3.84
263,"2024-02-02",7.3,10.93
263,"2024-02-03",6.5,4.51
263,"2024-02-04",6.9,7.27
263,"2024-02-05",5.8,3.32
263,"2024-02-06",4.5,5.87
263,"2024-02-07",1.6,14.64
263,"2024-02-08",1.7,15.12
263,"2024-02-09",2.3,15.43
263,"2024-02-10",2.1,16.37
263,"2024-02-11",2.5,12.95
263,"2024-02-12",3,17.21
263,"2024-02-13",6.4,15.52
263,"2024-02-14",9.8,6.32
263,"2024-02-15",9.5,10.36
263,"2024-02-16",4.6,17.62
263,"2024-02-17",4.9,18.16
263,"2024-02-18",6.1,4.92
263,"2024-02-19",15.7,7.55
263,"2024-02-20",8.7,1.4
263,"2024-02-21",6.2,2.33
263,"2024-02-22",4,3.45
263,"2024-02-23",4,5.42
263,"2024-02-24",4.6,9.33
263,"2024-02-25",5.1,7.69
263,"2024-02-26",5.2,16.61
263,"2024-02-27",3.2,13.86
263,"2024-02-28",4.8,18.78
263,"2024-02-29",4.3,2.74
263,"2024-03-01",1.5,19.09
263,"2024-03-02",-0.8,20.62
263,"2024-03-03",4.2,14.59
263,"2024-03-04",6.9,14.82
263,"2024-03-05",7.1,2.13
263,"2024-03-06",8.9,11.37
263,"2024-03-07",6.5,9.97
263,"2024-03-08",3.9,20.87
263,"2024-03-09",3.1,21.63
263,"2024-03-10",4.9,22.05
263,"2024-03-11",6.6,10.09
263,"2024-03-12",6.7,9.92
263,"2024-03-13",7.9,20.43
263,"2024-03-14",7.7,17.85
263,"2024-03-15",9.2,22.74
263,"2024-03-16",12.1,20.89
263,"2024-03-17",14.3,17.25
263,"2024-03-18",9.1,21.52
263,"2024-03-19",10.2,13.41
263,"2024-03-20",6.3,21.48
263,"2024-03-21",5.5,23.62
263,"2024-03-22",9.2,15.85
263,"2024-03-23",18.1,21.9
263,"2024-03-24",12,3.81
263,"2024-03-25",10.3,3.14
263,"2024-03-26",8.4,11.64
263,"2024-03-27",9.8,16.54
263,"2024-03-28",9.3,1.79
263,"2024-03-29",12.4,21.93
263,"2024-03-30",11.6,19.54
263,"2024-03-31",11.7,18.25
264,"2023-04-01",13.7,22.57
264,"2023-04-02",12.4,24.95
264,"2023-04-03",12.9,24.5
264,"2023-04-04",13.7,13.58
264,"2023-04-05",14.3,3.12
264,"2023-04-06",10.1,5.7
264,"2023-04-07",9.9,22.81
264,"2023-04-08",9,26.66
264,"2023-04-09",11.4,26.99
264,"2023-04-10",11,25.05
264,"2023-04-11",14.3,10.51
264,"2023-04-12",12.2,26.84
264,"2023-04-13",12.7,24.63
264,"2023-04-14",11.1,7.86
264,"2023-04-15",13.5,11.39
264,"2023-04-16",8.7,10.59
264,"2023-04-17",11.4,24.64
264,"2023-04-18",15.4,9.91
264,"2023-04-19",18.3,8.51
264,"2023-04-20",20.9,25.28
264,"2023-04-21",17.9,19.44
264,"2023-04-22",15.3,24.99
264,"2023-04-23",13,14.1
264,"2023-04-24",11.9,10.6
264,"2023-04-25",8.6,3.54
264,"2023-04-26",9.6,24.55
264,"2023-04-27",11.5,28.16
264,"2023-04-28",14.8,24.51
264,"2023-04-29",14.7,5.27
264,"2023-04-30",14.2,28.04
264,"2023-05-01",15.1,28.97
264,"2023-05-02",14.5,26.3
264,"2023-05-03",15.7,14.38
264,"2023-05-04",16.7,11.24
264,"2023-05-05",18.9,4.46
264,"2023-05-06",16.2,2.31
264,"2023-05-07",10.5,4.76
264,"2023-05-08",13,27.42
264,"2023-05-09",15.8,27.5
264,"2023-05-10",17.9,29
264,"2023-05-11",17.5,25.74
264,"2023-05-12",17.5,19.74
264,"2023-05-13",17.7,24.49
264,"2023-05-14",18.1,28.65
264,"2023-05-15",18.6,27.15
264,"2023-05-16",21.4,28.45
264,"2023-05-17",20.8,28.48
264,"2023-05-18",16.8,4.26
264,"2023-05-19",17.9,10.79
264,"2023-05-20",20.4,25.6
264,"2023-05-21",20.2,27.31
264,"2023-05-22",14.9,6.62
264,"2023-05-23",17.5,29.75
264,"2023-05-24",17.8,21.97
264,"2023-05-25",19.1,19.14
264,"2023-05-26",18.7,12.05
264,"2023-05-27",21,13.59
264,"2023-05-28",21.3,5.5
264,"2023-05-29",21.1,2.55
264,"2023-05-30",21.5,18.2
264,"2023-05-31",20.5,30.14
264,"2023-06-01",17,7.26
264,"2023-06-02",23.7,29.42
264,"2023-06-03",21.1,29.79
264,"2023-06-04",21.6,28.32
264,"2023-06-05",20.4,17.48
264,"2023-06-06",21.6,28.57
264,"2023-06-07",22.1,24.4
264,"2023-06-08",21.7,21.71
264,"2023-06-09",23.3,29.5
264,"2023-06-10",21.8,22.93
264,"2023-06-11",22.6,17.96
264,"2023-06-12",24.3,28.04
264,"2023-06-13",23.3,28.07
264,"2023-06-14",20.3,22.28
264,"2023-06-15",21.5,22.1
264,"2023-06-16",23.6,29.88
264,"2023-06-17",25.6,25.72
264,"2023-06-18",25.9,28.2
264,"2023-06-19",25.5,27.43
258,"2023-07-20",25.8,19.63
258,"2023-07-21",25.7,17.77
258,"2023-07-22",24.3,3.79
258,"2023-07-23",26.5,7.79
258,"2023-07-24",25.8,7.04
258,"2023-07-25",26.6,15.18
258,"2023-07-26",26.9,18.2
258,"2023-07-27",27.8,25.23
258,"2023-07-28",27.3,15.75
258,"2023-07-29",28.4,28.01
258,"2023-07-30",27.2,20.57
258,"2023-07-31",28.1,27.27
258,"2023-08-01",28.5,26.62
258,"2023-08-02",28.6,28.14
258,"2023-08-03",28.8,28.34
258,"2023-08-04",28.6,26.11
258,"2023-08-05",29.2,27.26
258,"2023-08-06",29.9,25.43
258,"2023-08-07",29.2,21.16
258,"2023-08-08",29.8,25.96
258,"2023-08-09",26.8,4.42
258,"2023-08-10",25.1,12.17
258,"2023-08-11",26.4,26.16
258,"2023-08-12",26.8,23.43
258,"2023-08-13",27.3,23.67
258,"2023-08-14",27.9,25.09
258,"2023-08-15",27.9,24.12
258,"2023-08-16",27.5,20.14
258,"2023-08-17",26.8,19.35
258,"2023-08-18",27.3,18.26
258,"2023-08-19",28.3,19.56
258,"2023-08-20",28.5,26.09
258,"2023-08-21",28.2,24.43
258,"2023-08-22",28,16.73
258,"2023-08-23",27.6,13.8
258,"2023-08-24",26.3,8.31
258,"2023-08-25",26.7,25.52
258,"2023-08-26",26.2,24.82
258,"2023-08-27",26.9,21.4
258,"2023-08-28",26.4,11.24
258,"2023-08-29",27.7,14.79
258,"2023-08-30",23.6,6.13
258,"2023-08-31",25.7,20.18
258,"2023-09-01",26.1,21.67
258,"2023-09-02",24.9,9.37
258,"2023-09-03",26.7,19.31
258,"2023-09-04",26.8,21.99
258,"2023-09-05",26.4,20.59
258,"2023-09-06",25.5,23
258,"2023-09-07",24.4,24.78
258,"2023-09-08",23.5,23.76
258,"2023-09-09",24,24.45
258,"2023-09-10",24.2,18.15
258,"2023-09-11",25.5,23.55
258,"2023-09-12",24.9,17.2
258,"2023-09-13",24.7,5.86
258,"2023-09-14",23,4.08
258,"2023-09-15",24.7,8.67
258,"2023-09-16",24.6,4.83
258,"2023-09-17",25.4,14.33
258,"2023-09-18",25.5,22.43
258,"2023-09-19",23.7,16.2
258,"2023-09-20",24.2,2.98
258,"2023-09-21",23.1,8.31
258,"2023-09-22",22,18.18
258,"2023-09-23",20.8,15.76
258,"2023-09-24",21.3,20.8
258,"2023-09-25",21.9,10.03
258,"2023-09-26",23.6,8.47
258,"2023-09-27",23.5,11.08
258,"2023-09-28",23.7,19.24
258,"2023-09-29",22.3,20.9
258,"2023-09-30",19.7,14.8
258,"2023-10-01",20.1,20.71
258,"2023-10-02",18.7,21.05
258,"2023-10-03",17.2,4.36
258,"2023-10-04",19.1,18.51
258,"2023-10-05",17.4,19.43
258,"2023-10-06",16.4,9.64
258,"2023-10-07",16.8,6.15
258,"2023-10-08",17.7,13.18
258,"2023-10-09",18.8,12.51
258,"2023-10-10",18.3,18.54
258,"2023-10-11",17.2,19.36
258,"2023-10-12",16.3,19.32
258,"2023-10-13",17.3,12.64
258,"2023-10-14",17.3,15.85
258,"2023-10-15",17,16.91
258,"2023-10-16",16,19
258,"2023-10-17",15.5,19.43
258,"2023-10-18",14.9,18.73
258,"2023-10-19",17.3,15.43
258,"2023-10-20",14.4,16.56
258,"2023-10-21",13,13.15
258,"2023-10-22",13.5,14.1
258,"2023-10-23",13.9,16.81
258,"2023-10-24",13.8,14.95
258,"2023-10-25",16.5,16.57
258,"2023-10-26",17.8,15.05
258,"2023-10-27",16.3,17.04
258,"2023-10-28",14.5,16.46
258,"2023-10-29",13.9,15.34
258,"2023-10-30",14.8,16.08
258,"2023-10-31",14.5,16.01
258,"2023-11-01",15.7,15.28
258,"2023-11-02",16.2,15.52
258,"2023-11-03",17.3,14.05
258,"2023-11-04",19.8,10.56
258,"2023-11-05",20.7,5.79
258,"2023-11-06",17.4,6.46
258,"2023-11-07",11.9,13.7
258,"2023-11-08",9.8,15.49
258,"2023-11-09",15.1,9.93
258,"2023-11-10",10.7,9.72
258,"2023-11-11",7.1,13.94
258,"2023-11-12",6.8,12.78
258,"2023-11-13",6.4,15.42
258,"2023-11-14",8.3,14.53
258,"2023-11-15",7.9,12.18
258,"2023-11-16",7.3,2.18
258,"2023-11-17",5.4,8.55
258,"2023-11-18",5.3,12.53
258,"2023-11-19",10.1,12.55
258,"2023-11-20",9.4,14.56
258,"2023-11-21",8,12.68
258,"2023-11-22",9.8,13.34
258,"2023-11-23",12.9,10
258,"2023-11-24",5,8.52
258,"2023-11-25",2.6,14.16
258,"2023-11-26",3.6,8.26
258,"2023-11-27",8.9,5.58
258,"2023-11-28",6.2,11.96
258,"2023-11-29",5.9,7.41
258,"2023-11-30",2.7,12.5
258,"2023-12-01",1.8,9.64
258,"2023-12-02",3,6.38
258,"2023-12-03",6.1,12.53
258,"2023-12-04",4.2,13.19
258,"2023-12-05",6.1,12.34
258,"2023-12-06",8,7.64
258,"2023-12-07",8,12.2
258,"2023-12-08",9.1,11.58
258,"2023-12-09",11.6,8.81
258,"2023-12-10",12.8,7.58
258,"2023-12-11",13.1,0.98
258,"2023-12-12",10.5,1.73
258,"2023-12-13",9.8,10.26
258,"2023-12-14",11.1,1
258,"2023-12-15",11.3,1.91
258,"2023-12-16",1.9,5.28
258,"2023-12-17",-2.5,10.13
258,"2023-12-18",-0.9,8.93
258,"2023-12-19",1.9,8.96
258,"2023-12-20",0.1,6.01
258,"2023-12-21",-4.8,12.04
258,"2023-12-22",-4.5,12.55
258,"2023-12-23",-1.6,10.96
258,"2023-12-24",0.7,7.56
258,"2023-12-25",1,8.58
258,"2023-12-26",2.5,11.75
258,"2023-12-27",4.4,11.55
258,"2023-12-28",5.1,11.21
258,"2023-12-29",3.2,11.31
258,"2023-12-30",4.2,8.34
258,"2023-12-31",6.8,2.4
258,"2024-01-01",4.8,8.95
258,"2024-01-02",6.1,8.42
258,"2024-01-03",4.9,8.8
258,"2024-01-04",2.5,12.62
258,"2024-01-05",5.1,8.22
258,"2024-01-06",4.9,12.16
258,"2024-01-07",1.5,10.74
258,"2024-01-08",-0.2,13.37
258,"2024-01-09",1.3,2.43
258,"2024-01-10",4.2,10.6
258,"2024-01-11",2.9,13.21
258,"2024-01-12",6.4,11.92
258,"2024-01-13",2.6,13.13
258,"2024-01-14",5.7,11.71
258,"2024-01-15",2.3,14.08
258,"2024-01-16",2.3,11.62
258,"2024-01-17",4.8,2.41
258,"2024-01-18",9,1.72
258,"2024-01-19",7.3,2.86
258,"2024-01-20",6.9,1.56
258,"2024-01-21",6.2,4.32
258,"2024-01-22",-1.2,8.3
258,"2024-01-23",-3.5,10.92
258,"2024-01-24",-2.3,12.61
258,"2024-01-25",-0.4,14.33
258,"2024-01-26",2.6,14.25
258,"2024-01-27",2.9,14.27
258,"2024-01-28",2.7,14.77
258,"2024-01-29",1.6,15.09
258,"2024-01-30",3,11.28
258,"2024-01-31",7.5,10.72
258,"2024-02-01",7.3,3.01
258,"2024-02-02",6.3,5.7
258,"2024-02-03",6.9,4.02
258,"2024-02-04",7.7,7.6
258,"2024-02-05",6.6,2.87
258,"2024-02-06",4.8,3.25
258,"2024-02-07",2.7,15.89
258,"2024-02-08",2.6,14.64
258,"2024-02-09",3.3,16.83
258,"2024-02-10",2.7,13.26
258,"2024-02-11",3.5,12.72
258,"2024-02-12",3.4,17.53
258,"2024-02-13",7.1,15.99
258,"2024-02-14",10.8,6.79
258,"2024-02-15",7.7,6.93
258,"2024-02-16",3.7,17.7
258,"2024-02-17",5,18.58
258,"2024-02-18",9.2,2.13
258,"2024-02-19",14.2,6.58
258,"2024-02-20",8,1.15
258,"2024-02-21",7.1,1.89
258,"2024-02-22",5.4,2.54
258,"2024-02-23",4.9,6.18
258,"2024-02-24",4.8,6.73
258,"2024-02-25",5.7,6.55
258,"2024-02-26",5.9,19.25
258,"2024-02-27",5.3,16.93
258,"2024-02-28",7,18.81
258,"2024-02-29",6.6,3.13
258,"2024-03-01",0.4,20.02
258,"2024-03-02",0.1,21.37
258,"2024-03-03",4.7,11.29
258,"2024-03-04",7,11.1
258,"2024-03-05",8.1,1.71
258,"2024-03-06",9.1,13.06
258,"2024-03-07",6,17.27
258,"2024-03-08",5.3,20.77
258,"2024-03-09",4.3,22.2
258,"2024-03-10",5.5,22.42
258,"2024-03-11",6,9.06
258,"2024-03-12",6.1,11.34
258,"2024-03-13",6.9,22.95
258,"2024-03-14",8.4,19.67
258,"2024-03-15",10,23.23
258,"2024-03-16",10.3,20.18
258,"2024-03-17",11.3,17.24
258,"2024-03-18",9.2,22.09
258,"2024-03-19",9.4,16.87
258,"2024-03-20",6,24.28
258,"2024-03-21",5.6,24.23
258,"2024-03-22",9.8,12.85
258,"2024-03-23",15.7,20.04
258,"2024-03-24",12.9,3.33
258,"2024-03-25",11.1,3.03
258,"2024-03-26",8.8,5.41
258,"2024-03-27",9.4,16.43
258,"2024-03-28",11.5,1.45
258,"2024-03-29",11.7,13.33
258,"2024-03-30",12.8,18.08
258,"2024-03-31",12.4,16.43
259,"2023-04-01",14.2,22.93
259,"2023-04-02",13.8,24.65
259,"2023-04-03",14.2,24.26
259,"2023-04-04",15.2,8.29
296,"2023-06-28",23.5,18.37
296,"2023-06-29",25,6.21
296,"2023-06-30",24.5,6.02
296,"2023-07-01",24.6,16.61
296,"2023-07-02",25.2,23.36
296,"2023-07-03",26.1,14.4
296,"2023-07-04",24.8,11.39
296,"2023-07-05",27.1,24.21
296,"2023-07-06",25.2,20.56
296,"2023-07-07",22.7,4.42
296,"2023-07-08",23.1,3.33
296,"2023-07-09",25.2,12.11
296,"2023-07-10",26.5,19.04
296,"2023-07-11",25.1,6.94
296,"2023-07-12",25.3,8
296,"2023-07-13",25.8,6.74
296,"2023-07-14",25.2,3.9
296,"2023-07-15",25.9,8.79
296,"2023-07-16",24.1,5.09
296,"2023-07-17",26.6,21.33
296,"2023-07-18",25.3,5.47
296,"2023-07-19",24.9,10.78
296,"2023-07-20",25.1,20.92
296,"2023-07-21",26.6,26.73
296,"2023-07-22",25.6,13.21
296,"2023-07-23",26.8,17.53
296,"2023-07-24",26.1,14.4
296,"2023-07-25",26.7,18.73
296,"2023-07-26",27.9,25.61
296,"2023-07-27",28.8,26.72
296,"2023-07-28",29.2,24
296,"2023-07-29",29.4,27.13
296,"2023-07-30",28.9,27.42
296,"2023-07-31",28.9,23.95
296,"2023-08-01",29.4,26.86
296,"2023-08-02",29.4,23.87
296,"2023-08-03",29.9,26.64
296,"2023-08-04",30,24.71
296,"2023-08-05",30.2,23.46
296,"2023-08-06",31,22.67
296,"2023-08-07",30.3,23.34
296,"2023-08-08",29,25.69
296,"2023-08-09",25.8,3.04
296,"2023-08-10",25.7,4.64
296,"2023-08-11",27.2,25.97
296,"2023-08-12",27.3,24.17
296,"2023-08-13",27,22.65
296,"2023-08-14",27.7,17.29
296,"2023-08-15",28.2,23.86
296,"2023-08-16",26.6,12.38
296,"2023-08-17",26.5,12.38
296,"2023-08-18",27,13.56
296,"2023-08-19",26.8,6.76
296,"2023-08-20",28.8,24.09
296,"2023-08-21",28.5,24.18
296,"2023-08-22",28.1,23.52
296,"2023-08-23",28.5,24.77
296,"2023-08-24",26.3,8.49
296,"2023-08-25",26.9,18.51
296,"2023-08-26",27.2,22.47
296,"2023-08-27",27.4,20.81
296,"2023-08-28",27.4,15.41
296,"2023-08-29",27,9.39
296,"2023-08-30",27.2,4.91
296,"2023-08-31",27.3,15.81
296,"2023-09-01",24.6,3.84
296,"2023-09-02",24.7,10.03
296,"2023-09-03",26.6,18.11
296,"2023-09-04",27.1,19.03
296,"2023-09-05",26.8,22.84
296,"2023-09-06",26.7,21.75
296,"2023-09-07",25.4,20.64
296,"2023-09-08",24.9,19.95
296,"2023-09-09",23.6,23.84
296,"2023-09-10",24.4,18.73
296,"2023-09-11",25.3,16.99
296,"2023-09-12",25.9,16.93
296,"2023-09-13",26.5,11.17
296,"2023-09-14",23.8,5.32
296,"2023-09-15",25,7.74
296,"2023-09-16",23.9,2.94
296,"2023-09-17",24,4.94
296,"2023-09-18",25.1,17.45
296,"2023-09-19",24.7,18.06
296,"2023-09-20",23.9,5.17
296,"2023-09-21",21.8,6.32
296,"2023-09-22",22,15.9
296,"2023-09-23",20.8,16.48
296,"2023-09-24",22.7,18.81
296,"2023-09-25",23.8,15.39
296,"2023-09-26",22.8,3.89
296,"2023-09-27",24.8,11.19
296,"2023-09-28",24.2,17.77
296,"2023-09-29",22.5,19.56
296,"2023-09-30",19.8,8.45
296,"2023-10-01",18.7,19.56
296,"2023-10-02",18.5,19.81
296,"2023-10-03",18.1,5.66
296,"2023-10-04",19.6,19.44
296,"2023-10-05",17.3,18.69
296,"2023-10-06",16.6,16.67
296,"2023-10-07",18.4,10.33
296,"2023-10-08",19.1,4.9
296,"2023-10-09",19.3,9.47
296,"2023-10-10",18.5,17.86
296,"2023-10-11",18.8,18.37
296,"2023-10-12",16.6,15.44
296,"2023-10-13",18.1,12.81
296,"2023-10-14",17.9,15.07
296,"2023-10-15",16.5,17.03
296,"2023-10-16",15.8,17.61
296,"2023-10-17",14.6,18.03
296,"2023-10-18",15.2,17.16
296,"2023-10-19",17.4,11.53
296,"2023-10-20",14.4,15.5
296,"2023-10-21",12.7,16.4
296,"2023-10-22",11.7,11.95
296,"2023-10-23",14,16.58
296,"2023-10-24",13.9,13.41
296,"2023-10-25",15.5,15.58
296,"2023-10-26",15.8,14.85
296,"2023-10-27",15.2,14.18
296,"2023-10-28",14.3,14.64
296,"2023-10-29",14.3,13.28
296,"2023-10-30",14.7,14.64
296,"2023-10-31",14.8,15.2
296,"2023-11-01",15.6,14.33
296,"2023-11-02",17.8,14.59
296,"2023-11-03",18.4,14.45
296,"2023-11-04",18.8,7.37
296,"2023-11-05",20.8,6.92
296,"2023-11-06",19.1,3.57
296,"2023-11-07",12.1,14.46
296,"2023-11-08",11.3,14.46
296,"2023-11-09",15.4,11.87
296,"2023-11-10",12.9,8.18
296,"2023-11-11",8,0.9
296,"2023-11-12",6.3,13.29
296,"2023-11-13",5.4,14.77
296,"2023-11-14",6.9,14.12
296,"2023-11-15",7.9,13.21
296,"2023-11-16",8,4.31
296,"2023-11-17",6.6,11.93
296,"2023-11-18",4.3,13.42
296,"2023-11-19",7.7,13.26
296,"2023-11-20",8,13.42
296,"2023-11-21",7.9,13.02
296,"2023-11-22",11.5,
296,"2023-11-23",15.9,
296,"2023-11-24",5.8,
296,"2023-11-25",2.5,
296,"2023-11-26",3.9,
296,"2023-11-27",8.9,
296,"2023-11-28",7.9,
296,"2023-11-29",5.3,
296,"2023-11-30",2.4,
296,"2023-12-01",1.8,
296,"2023-12-02",3.4,
296,"2023-12-03",4.4,
296,"2023-12-04",4.4,
296,"2023-12-05",6.1,
296,"2023-12-06",7.8,
296,"2023-12-07",7.8,
296,"2023-12-08",11.3,
296,"2023-12-09",14.4,7.47
296,"2023-12-10",12.9,10.08
296,"2023-12-11",14.4,0.83
296,"2023-12-12",10,3.76
296,"2023-12-13",9.7,9.71
296,"2023-12-14",11.5,1.63
296,"2023-12-15",12.1,0.34
296,"2023-12-16",4.1,6.25
296,"2023-12-17",-2.8,11.88
296,"2023-12-18",-1,9.56
296,"2023-12-19",1.2,7.03
296,"2023-12-20",-0.5,8.16
296,"2023-12-21",-4.9,11.71
296,"2023-12-22",-4.8,11.76
296,"2023-12-23",-2.6,10.85
296,"2023-12-24",0.1,
296,"2023-12-25",-0.9,
296,"2023-12-26",1,
296,"2023-12-27",4.4,10.59
296,"2023-12-28",3.8,10.6
296,"2023-12-29",2.5,10.96
296,"2023-12-30",4.2,
296,"2023-12-31",6.3,7.93
296,"2024-01-01",4.6,
296,"2024-01-02",6.5,
296,"2024-01-03",5,7.82
296,"2024-01-04",2.7,12.18
296,"2024-01-05",4,10.94
296,"2024-01-06",3.1,11.26
296,"2024-01-07",1.5,12.2
296,"2024-01-08",-1.5,12.63
296,"2024-01-09",0.5,4.67
296,"2024-01-10",2.7,8.68
296,"2024-01-11",2.6,12.54
296,"2024-01-12",2.6,11.35
296,"2024-01-13",2,12.55
296,"2024-01-14",6.4,11.05
296,"2024-01-15",4.9,13.01
296,"2024-01-16",2.1,12.23
296,"2024-01-17",4.9,3.19
296,"2024-01-18",9.4,0.98
296,"2024-01-19",7.2,7.73
296,"2024-01-20",7.3,1.55
296,"2024-01-21",7.5,7.96
296,"2024-01-22",1.2,12.54
296,"2024-01-23",-4.7,14.24
296,"2024-01-24",-3,14.17
296,"2024-01-25",-2.6,12.93
296,"2024-01-26",1.2,13.97
296,"2024-01-27",2.3,13.89
296,"2024-01-28",2,14.04
296,"2024-01-29",0.8,9.45
296,"2024-01-30",3.9,8.47
296,"2024-01-31",8.2,9.35
296,"2024-02-01",7,3.45
296,"2024-02-02",6.4,7.21
296,"2024-02-03",7.1,6.01
296,"2024-02-04",7.7,8.64
296,"2024-02-05",6.7,2.43
296,"2024-02-06",5,5.63
296,"2024-02-07",3.9,
296,"2024-02-08",4.4,2.68
296,"2024-02-09",5,
296,"2024-02-10",4.9,15.32
296,"2024-02-11",4.7,14.12
296,"2024-02-12",4.9,16.37
296,"2024-02-13",9.7,9.8
296,"2024-02-14",12.7,
296,"2024-02-15",12.9,11.38
296,"2024-02-16",6.1,17.24
296,"2024-02-17",5.9,17.54
296,"2024-02-18",9.4,6.81
296,"2024-02-19",16.6,8.2
296,"2024-02-20",9.4,2.08
296,"2024-02-21",7.4,2.43
296,"2024-02-22",,3.71
296,"2024-02-23",4.6,8.37
296,"2024-02-24",5.5,7.16
296,"2024-02-25",6.4,8.09
296,"2024-02-26",5.6,16.87
296,"2024-02-27",5.5,9.38
296,"2024-02-28",6.4,17.23
296,"2024-02-29",6.2,2.25
296,"2024-03-01",2.7,19.16
296,"2024-03-02",0.9,20.2
296,"2024-03-03",4.8,15.02
296,"2024-03-04",7.9,15.21
296,"2024-03-05",8.2,1.7
296,"2024-03-06",8.4,15.7
296,"2024-03-07",7.9,11.4
296,"2024-03-08",6,20.13
296,"2024-03-09",4.1,20.81
296,"2024-03-10",5.7,21.46
296,"2024-03-11",7.8,11.4
296,"2024-03-12",7.7,12.28
296,"2024-03-13",7.5,20.95
296,"2024-03-14",9,18.29
296,"2024-03-15",10.3,22.04
296,"2024-03-16",12.7,20.37
296,"2024-03-17",14.9,17.29
296,"2024-03-18",10,21.03
296,"2024-03-19",11.1,14.35
296,"2024-03-20",7.6,21.32
296,"2024-03-21",6.9,22.78
296,"2024-03-22",10.7,17.13
296,"2024-03-23",17.4,20.94
296,"2024-03-24",12.1,3.96
258,"2023-07-19",25.6,11.36
296,"2024-03-25",11.1,3.54
296,"2024-03-26",9,10.95
296,"2024-03-27",9.6,18.51
296,"2024-03-28",11.6,1.38
296,"2024-03-29",13,18.81
296,"2024-03-30",12.9,15.09
296,"2024-03-31",12.8,17.07
264,"2023-12-15",10,1.93
264,"2023-12-16",0.6,5.38
